figure_path,figure_kind,phase,experiment_id,capture_id,tag,metric_context,baseline_id,comparison_id,notes
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R03__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R03,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R04__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R04,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R04__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R04,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R05__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R05,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R05__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R05,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R06__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R06,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R06__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R06,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R07__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R07,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R07__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R07,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R08__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R08,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R08__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R08,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R09__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R09,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R09__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R09,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R10__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R10,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R10__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R10,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R11__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R11,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R11__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R11,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R12__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R12,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R12__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R12,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R13__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R13,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R13__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R13,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R14__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R14,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R14__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R14,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R15__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R15,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R15__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R15,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R16__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R16,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R16__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R16,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R17__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R17,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R17__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R17,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R01__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R01,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R01__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R01,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R02__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R02,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R02__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R02,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R03__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R03,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R03__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R03,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R04__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R04,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R04__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R04,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R05__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R05,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R05__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R05,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R06__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R06,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R06__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R06,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R07__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R07,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R07__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R07,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R08__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R08,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R08__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R08,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R09__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R09,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R09__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R09,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R10__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R10,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R10__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R10,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R11__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R11,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R11__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R11,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R12__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R12,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R12__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R12,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R13__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R13,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R13__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R13,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R14__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R14,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R14__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R14,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R15__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R15,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R15__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R15,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R16__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R16,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R16__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R16,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R17__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R17,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L2_I3_T6/X_A0_R2_L2_I3_T6__R17__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L2_I3_T6,R17,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L2_I3_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/B0_A0_U4_P0_T1__contact_sheet.png,contact_sheet_xz,phase1,B0_A0_U4_P0_T1,R01-R17,both,contact sheet,,B0_A0_U4_P0_T1,all official dynamic ROTO tracks
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/X_A0_L0_I0_T11__contact_sheet.png,contact_sheet_xz,phase1,X_A0_L0_I0_T11,R01-R17,both,contact sheet,B0,X_A0_L0_I0_T11,all official dynamic ROTO tracks
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/X_A0_L2_I3_T11__contact_sheet.png,contact_sheet_xz,phase1,X_A0_L2_I3_T11,R01-R17,both,contact sheet,B0,X_A0_L2_I3_T11,all official dynamic ROTO tracks
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/X_A0_U4_P0_L0_I0_T2__contact_sheet.png,contact_sheet_xz,phase1,X_A0_U4_P0_L0_I0_T2,R01-R17,both,contact sheet,B0,X_A0_U4_P0_L0_I0_T2,all official dynamic ROTO tracks
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/X_A0_U4_P0_L2_I3_T3__contact_sheet.png,contact_sheet_xz,phase1,X_A0_U4_P0_L2_I3_T3,R01-R17,both,contact sheet,B0,X_A0_U4_P0_L2_I3_T3,all official dynamic ROTO tracks
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/X_A0_R2_L0_I0_T6__contact_sheet.png,contact_sheet_xz,phase1,X_A0_R2_L0_I0_T6,R01-R17,both,contact sheet,B0,X_A0_R2_L0_I0_T6,all official dynamic ROTO tracks
runs/phase1_vertical_slice/20260604T161344Z/figs/contact_sheets/X_A0_R2_L2_I3_T6__contact_sheet.png,contact_sheet_xz,phase1,X_A0_R2_L2_I3_T6,R01-R17,both,contact sheet,B0,X_A0_R2_L2_I3_T6,all official dynamic ROTO tracks
