host_elapsed_s,host_epoch_s,ver,listener_id,near_anchor_id,listener_t_ms,accepted_resps,resp_seq,anchor_id,src,dst,rx_ts_lo32,carrier_integrator,fp_index,fp1,fp2,fp3,cir_pwr,rxpacc,std_noise,frame_len
877.402924,1784055915.685241,1,255,255,26244440,198551,213,1,0xa101,0xb102,463875027,-2481,48087,4629,6520,5986,1736,117,40,20
877.408030,1784055915.690347,1,255,255,26244445,198552,211,6,0xa106,0xb102,791556527,4861,48019,6754,7564,7609,1990,123,48,20
877.458797,1784055915.741114,1,255,255,26244496,198553,214,1,0xa101,0xb104,4035076818,-2428,47830,4758,6999,6372,1911,119,36,20
877.463972,1784055915.746289,1,255,255,26244501,198554,212,6,0xa106,0xb104,67790949,4905,47697,6674,7442,7377,1900,119,48,20
877.502463,1784055915.784780,1,255,255,26244539,198555,215,1,0xa101,0xb102,2524738568,-2388,47628,2699,7351,6884,1903,122,44,20
877.507628,1784055915.789944,1,255,255,26244545,198556,213,6,0xa106,0xb102,2852419950,4912,47954,6713,7093,7113,1738,118,44,20
877.525482,1784055915.807799,1,255,255,26244562,198557,216,1,0xa101,0xb103,3996124229,-2399,47681,2021,6916,6609,1825,117,48,20
877.530642,1784055915.812958,1,255,255,26244568,198558,214,6,0xa106,0xb103,28838775,4881,47963,7201,7842,7026,2034,124,48,20
877.559717,1784055915.842034,1,255,255,26244597,198559,217,1,0xa101,0xb104,1893481618,-2394,47766,3911,7276,6548,1906,122,40,20
877.566041,1784055915.848358,1,255,255,26244602,198560,215,6,0xa106,0xb104,2221162642,4859,47734,7240,7213,4355,1830,120,44,20
877.602574,1784055915.884891,1,255,255,26244640,198561,218,1,0xa101,0xb102,333721588,-2492,48112,7070,7019,4686,2058,122,48,20
877.607722,1784055915.890039,1,255,255,26244645,198562,216,6,0xa106,0xb102,661403288,4838,47732,7138,7081,4392,1737,118,44,20
877.625015,1784055915.907331,1,255,255,26244662,198563,219,1,0xa101,0xb103,1752825954,-2462,47718,6937,6904,5269,1951,121,44,20
877.629925,1784055915.912242,1,255,255,26244667,198564,217,6,0xa106,0xb103,2080507556,4891,47760,7149,7252,7340,1956,125,44,20
877.961838,1784055916.244154,1,255,255,26244999,198565,223,4,0xa104,0xb104,1835972644,1931,47648,4972,7114,5952,2060,124,44,20
878.002549,1784055916.284866,1,255,255,26245040,198566,228,1,0xa101,0xb102,117191870,-2412,47810,2960,7219,6856,1955,123,40,20
878.007695,1784055916.290011,1,255,255,26245045,198567,226,6,0xa106,0xb102,444873696,4893,48076,7308,7794,7652,2084,124,44,20
878.025050,1784055916.307367,1,255,255,26245062,198568,229,1,0xa101,0xb103,1559313696,-2380,47908,6228,6440,5049,1824,119,44,20
878.030313,1784055916.312630,1,255,255,26245067,198569,227,6,0xa106,0xb103,1886995600,4895,47732,7113,7312,4515,1851,117,40,20
878.125268,1784055916.407584,1,255,255,26245162,198570,230,1,0xa101,0xb103,3666285330,-2361,47894,4504,7131,6468,1941,119,40,20
878.130457,1784055916.412774,1,255,255,26245167,198571,228,6,0xa106,0xb103,3993966827,4884,47823,6808,7270,7135,1820,122,48,20
878.158829,1784055916.441146,1,255,255,26245196,198572,231,1,0xa101,0xb104,1513972668,-2487,48048,6976,7028,4680,2001,120,52,20
878.164118,1784055916.446435,1,255,255,26245201,198573,229,6,0xa106,0xb104,1841654501,4905,47825,7158,7631,7436,1974,122,48,20
878.202385,1784055916.484702,1,255,255,26245239,198574,232,1,0xa101,0xb102,4286332162,-2407,47870,6986,7065,3905,1890,119,40,20
878.207698,1784055916.490015,1,255,255,26245244,198575,230,6,0xa106,0xb102,319046407,4873,47843,7034,7174,5808,1749,120,44,20
878.259314,1784055916.541631,1,255,255,26245296,198576,233,1,0xa101,0xb104,3640866705,-2438,48021,4628,6566,6045,1838,122,40,20
878.264474,1784055916.546791,1,255,255,26245302,198577,231,6,0xa106,0xb104,3968548041,4924,47789,7196,7405,5204,1958,122,40,20
878.303067,1784055916.585383,1,255,255,26245340,198578,234,1,0xa101,0xb102,2110406358,-2419,47834,5940,7060,6345,2013,121,40,20
878.307759,1784055916.590075,1,255,255,26245345,198579,232,6,0xa106,0xb102,2438088038,4872,47954,6373,7302,7285,1773,117,44,20
878.325553,1784055916.607870,1,255,255,26245363,198580,235,1,0xa101,0xb103,3575347479,-2432,47899,6334,7083,6229,2039,124,40,20
878.330689,1784055916.613006,1,255,255,26245368,198581,233,6,0xa106,0xb103,3903028552,4973,47908,7345,7585,6070,1918,122,44,20
878.358847,1784055916.641164,1,255,255,26245396,198582,236,1,0xa101,0xb104,1409820101,-2388,48081,3914,6968,6435,1836,120,40,20
878.363998,1784055916.646315,1,255,255,26245401,198583,234,6,0xa106,0xb104,1737501896,4873,47780,7049,7313,5889,1864,122,36,20
878.725258,1784055917.007575,1,255,255,26245762,198584,246,1,0xa101,0xb103,3347290581,-2434,48089,4788,7383,6689,2094,124,40,20
878.731300,1784055917.013617,1,255,255,26245767,198585,244,6,0xa106,0xb103,3674972052,4932,47984,7318,7204,4726,1816,122,36,20
878.801999,1784055917.084316,1,255,255,26245839,198586,247,1,0xa101,0xb102,3955526603,-2338,48087,4665,7229,6340,1880,121,40,20
878.807135,1784055917.089452,1,255,255,26245844,198587,245,6,0xa106,0xb102,4283208114,4854,48022,7293,7899,7422,2036,124,48,20
878.825372,1784055917.107688,1,255,255,26245862,198588,248,1,0xa101,0xb103,1157252088,-2395,47604,7058,6968,4421,2035,124,48,20
878.830562,1784055917.112879,1,255,255,26245868,198589,246,6,0xa106,0xb103,1484933191,4903,47651,7024,7375,5991,1921,119,40,20
878.859085,1784055917.141402,1,255,255,26245896,198590,249,1,0xa101,0xb104,3309738135,-2383,47771,5582,7029,6135,1930,122,40,20
878.864301,1784055917.146618,1,255,255,26245901,198591,247,6,0xa106,0xb104,3637419630,4950,47698,6645,7116,7243,1904,122,40,20
878.925090,1784055917.207406,1,255,255,26245962,198592,250,1,0xa101,0xb103,3234643505,-2449,47661,6420,6710,4685,1953,124,44,20
878.930250,1784055917.212567,1,255,255,26245967,198593,248,6,0xa106,0xb103,3562325026,4900,47622,6078,7412,7458,1848,118,36,20
879.002276,1784055917.284592,1,255,255,26246039,198594,251,1,0xa101,0xb102,3870615528,-2374,48100,6591,6817,5348,1981,119,36,20
879.007414,1784055917.289731,1,255,255,26246045,198595,249,6,0xa106,0xb102,4198297112,4782,47620,6680,7769,7682,2051,123,36,20
879.024988,1784055917.307305,1,255,255,26246062,198596,252,1,0xa101,0xb103,1029979199,-2476,47675,7247,7214,4186,2011,123,48,20
879.030973,1784055917.313289,1,255,255,26246067,198597,250,6,0xa106,0xb103,1357660870,4817,47778,7035,7477,6264,2004,123,40,20
879.059047,1784055917.341363,1,255,255,26246096,198598,253,1,0xa101,0xb104,3203315876,-2419,47784,6033,7075,5234,1942,124,44,20
879.064298,1784055917.346615,1,255,255,26246101,198599,251,6,0xa106,0xb104,3530997014,4768,47866,6940,7276,4127,1764,120,40,20
879.102499,1784055917.384816,1,255,255,26246140,198600,254,1,0xa101,0xb102,1684025815,-2411,48091,5359,6822,5889,1888,123,44,20
879.107694,1784055917.390011,1,255,255,26246145,198601,252,6,0xa106,0xb102,2011707165,4828,47873,6000,7312,7233,1792,118,36,20
879.502279,1784055917.784595,1,255,255,26246539,198602,6,1,0xa101,0xb102,1460979907,-2399,47807,6994,6804,3689,1873,119,48,20
879.507400,1784055917.789716,1,255,255,26246545,198603,4,6,0xa106,0xb102,1788661623,4842,47963,6827,7362,6538,1759,120,40,20
879.524851,1784055917.807167,1,255,255,26246562,198604,7,1,0xa101,0xb103,2903752993,-2474,47909,7053,7172,5562,1992,121,44,20
879.529960,1784055917.812276,1,255,255,26246567,198605,5,6,0xa106,0xb103,3231434732,4858,48080,6702,7386,7321,1844,120,44,20
879.602645,1784055917.884962,1,255,255,26246640,198606,8,1,0xa101,0xb102,3576608973,-2361,47817,2801,7028,6700,1787,117,44,20
879.607861,1784055917.890177,1,255,255,26246645,198607,6,6,0xa106,0xb102,3904290808,4880,48092,6709,7109,6471,1769,119,48,20
879.659479,1784055917.941796,1,255,255,26246696,198608,9,1,0xa101,0xb104,2876225990,-2378,48066,2503,6439,6583,1747,118,48,20
879.663962,1784055917.946279,1,255,255,26246701,198609,7,6,0xa106,0xb104,3203907364,4859,47880,6246,7450,7585,1911,122,40,20
879.702170,1784055917.984487,1,255,255,26246739,198610,10,1,0xa101,0xb102,1348278040,-2425,47900,5675,7064,6258,2004,120,40,20
879.707294,1784055917.989611,1,255,255,26246744,198611,8,6,0xa106,0xb102,1675959804,5010,48096,6722,7332,6224,1788,120,40,20
879.724482,1784055918.006798,1,255,255,26246762,198612,11,1,0xa101,0xb103,2780086675,-2394,48023,4355,7328,6618,1908,121,36,20
879.729625,1784055918.011941,1,255,255,26246767,198613,9,6,0xa106,0xb103,3107768180,5001,47960,6514,7065,6847,1861,120,40,20
879.802578,1784055918.084895,1,255,255,26246840,198614,12,1,0xa101,0xb102,3465705235,-2389,47895,4821,7070,6445,2002,122,40,20
879.808038,1784055918.090354,1,255,255,26246845,198615,10,6,0xa106,0xb102,3793386821,4959,47905,6948,7133,5919,1849,120,44,20
879.824880,1784055918.107196,1,255,255,26246862,198616,13,1,0xa101,0xb103,607551878,-2413,48002,2305,7025,6966,1843,119,44,20
879.830209,1784055918.112526,1,255,255,26246867,198617,11,6,0xa106,0xb103,935233720,4848,47772,6897,7414,6896,1943,121,48,20
879.859132,1784055918.141449,1,255,255,26246896,198618,14,1,0xa101,0xb104,2781971945,-2419,48101,6188,6404,4935,1818,119,44,20
879.864242,1784055918.146559,1,255,255,26246901,198619,12,6,0xa106,0xb104,3109653348,4895,47944,6176,6913,7142,1701,120,48,20
880.259331,1784055918.541648,1,255,255,26247296,198620,23,1,0xa101,0xb104,2586450069,-2442,47769,4215,7013,6285,1861,119,44,20
880.264581,1784055918.546898,1,255,255,26247302,198621,21,6,0xa106,0xb104,2914131471,4967,48107,7193,7282,5195,1793,121,40,20
880.302175,1784055918.584492,1,255,255,26247339,198622,24,1,0xa101,0xb102,1031395351,-2385,47643,4756,7182,6383,2032,124,44,20
880.307312,1784055918.589629,1,255,255,26247345,198623,22,6,0xa106,0xb102,1359077166,4916,47890,6536,7007,7066,1791,119,40,20
880.325289,1784055918.607606,1,255,255,26247362,198624,25,1,0xa101,0xb103,2509720660,-2392,47704,4198,6788,6182,1817,118,40,20
880.330375,1784055918.612691,1,255,255,26247368,198625,23,6,0xa106,0xb103,2837402208,4873,47676,6918,7112,3863,1720,118,48,20
880.402524,1784055918.684841,1,255,255,26247439,198626,26,1,0xa101,0xb102,3105263704,-2399,47708,5286,6755,5958,1870,117,44,20
880.406927,1784055918.689243,1,255,255,26247444,198627,24,6,0xa106,0xb102,3432945409,4909,47845,7107,7363,5833,1915,120,44,20
880.424724,1784055918.707041,1,255,255,26247462,198628,27,1,0xa101,0xb103,280568473,-2366,47773,5495,6711,5827,1941,120,40,20
880.429902,1784055918.712219,1,255,255,26247467,198629,25,6,0xa106,0xb103,608249830,4885,48082,7432,7818,7385,2005,124,44,20
880.459417,1784055918.741733,1,255,255,26247496,198630,28,1,0xa101,0xb104,2447257887,-2325,47907,6523,7419,5846,2032,124,40,20
880.464004,1784055918.746321,1,255,255,26247501,198631,26,6,0xa106,0xb104,2774939192,4878,47644,7020,7243,6754,1942,119,48,20
880.502334,1784055918.784651,1,255,255,26247540,198632,29,1,0xa101,0xb102,939883604,-2367,47704,4641,6975,6295,1922,118,44,20
880.507473,1784055918.789789,1,255,255,26247545,198633,27,6,0xa106,0xb102,1267565240,4896,47772,7032,7532,6739,1795,120,40,20
880.524941,1784055918.807258,1,255,255,26247562,198634,30,1,0xa101,0xb103,2384052928,-2461,47796,6788,6722,4225,1918,120,48,20
880.530183,1784055918.812500,1,255,255,26247567,198635,28,6,0xa106,0xb103,2711734329,4899,47645,7006,7429,6515,1819,121,48,20
880.559707,1784055918.842024,1,255,255,26247597,198636,31,1,0xa101,0xb104,310736109,-2427,47849,6748,6722,4929,1857,117,52,20
880.564881,1784055918.847197,1,255,255,26247602,198637,29,6,0xa106,0xb104,638417239,4944,47939,6393,7174,7230,1824,117,40,20
881.002906,1784055919.285222,1,255,255,26248040,198638,39,1,0xa101,0xb102,2854560081,-2437,47957,4610,6480,5971,1789,121,40,20
881.009230,1784055919.291547,1,255,255,26248045,198639,37,6,0xa106,0xb102,3182241710,4862,48018,6915,7635,7354,1870,123,40,20
881.025172,1784055919.307488,1,255,255,26248062,198640,40,1,0xa101,0xb103,4271805920,-2353,48100,6687,6893,5396,1876,117,44,20
881.030513,1784055919.312830,1,255,255,26248068,198641,38,6,0xa106,0xb103,304519915,4928,47823,6580,7087,7195,1734,118,44,20
881.059012,1784055919.341328,1,255,255,26248096,198642,41,1,0xa101,0xb104,2147622025,-2414,47757,2716,6945,6524,1805,120,44,20
881.064132,1784055919.346449,1,255,255,26248101,198643,39,6,0xa106,0xb104,2475303281,4956,47957,6779,7112,6875,1790,118,44,20
881.102091,1784055919.384408,1,255,255,26248139,198644,42,1,0xa101,0xb102,606712836,-2422,47624,2515,7104,6847,1905,121,48,20
881.107211,1784055919.389528,1,255,255,26248144,198645,40,6,0xa106,0xb102,934394431,4939,47651,6919,7222,5807,1703,119,40,20
881.159051,1784055919.441367,1,255,255,26248196,198646,43,1,0xa101,0xb104,4242599112,-2441,47828,4121,7037,6384,1907,121,44,20
881.164212,1784055919.446529,1,255,255,26248201,198647,41,6,0xa106,0xb104,275313257,4922,47693,6454,7533,7486,1928,121,44,20
881.201635,1784055919.483952,1,255,255,26248239,198648,44,1,0xa101,0xb102,2668435055,-2407,47723,6808,6884,4966,1973,118,48,20
881.206832,1784055919.489149,1,255,255,26248244,198649,42,6,0xa106,0xb102,2996116599,4875,47707,7106,7492,6937,2031,123,52,20
881.224895,1784055919.507211,1,255,255,26248262,198650,45,1,0xa101,0xb103,4155906204,-2403,47776,5520,7200,5941,1862,119,40,20
881.229963,1784055919.512279,1,255,255,26248267,198651,43,6,0xa106,0xb103,188620493,4847,47785,6967,7401,5511,1889,121,44,20
881.302477,1784055919.584794,1,255,255,26248340,198652,46,1,0xa101,0xb102,527674926,-2367,47658,6445,6645,4786,1933,123,48,20
881.307600,1784055919.589917,1,255,255,26248345,198653,44,6,0xa106,0xb102,855356514,4911,47686,6617,7276,7114,1909,124,40,20
881.325075,1784055919.607392,1,255,255,26248362,198654,47,1,0xa101,0xb103,1973570180,-2445,47760,3612,6937,6237,1813,122,44,20
881.330249,1784055919.612566,1,255,255,26248368,198655,45,6,0xa106,0xb103,2301251820,4855,47824,6656,7471,7291,1785,119,48,20
881.725081,1784055920.007398,1,255,255,26248762,198656,55,1,0xa101,0xb103,1760728042,-2445,48102,6736,6793,5270,1957,117,44,20
881.730288,1784055920.012604,1,255,255,26248768,198657,53,6,0xa106,0xb103,2088409564,4822,48056,6808,6985,4022,1779,117,44,20
881.758849,1784055920.041165,1,255,255,26248796,198658,56,1,0xa101,0xb104,3913788557,-2332,47769,5056,7151,6275,1905,122,44,20
881.764045,1784055920.046362,1,255,255,26248801,198659,54,6,0xa106,0xb104,4241470457,4825,48093,6839,7102,6288,1680,119,44,20
881.801685,1784055920.084002,1,255,255,26248839,198660,57,1,0xa101,0xb102,2353439266,-2327,47654,5866,6956,5277,1876,121,44,20
881.806800,1784055920.089117,1,255,255,26248844,198661,55,6,0xa106,0xb102,2681121203,4902,48023,6803,7242,7233,1968,124,44,20
881.859244,1784055920.141561,1,255,255,26248896,198662,58,1,0xa101,0xb104,1735819957,-2428,47793,6776,7124,4658,1893,117,48,20
881.864445,1784055920.146762,1,255,255,26248902,198663,56,6,0xa106,0xb104,2063501545,4870,47821,6291,7415,7358,1770,117,44,20
881.902874,1784055920.185190,1,255,255,26248940,198664,59,1,0xa101,0xb102,235483115,-2410,48103,6803,6973,5344,1973,119,48,20
881.907968,1784055920.190285,1,255,255,26248945,198665,57,6,0xa106,0xb102,563164646,4821,48082,6837,6990,6778,1757,117,44,20
881.924455,1784055920.206772,1,255,255,26248962,198666,60,1,0xa101,0xb103,1614422190,-2398,47786,6423,6402,4647,1824,118,44,20
881.929615,1784055920.211932,1,255,255,26248967,198667,58,6,0xa106,0xb103,1942103441,4861,47981,7165,7021,4914,1813,122,36,20
881.958576,1784055920.240893,1,255,255,26248996,198668,61,1,0xa101,0xb104,3782476093,-2363,47929,7140,7020,4115,1953,123,48,20
881.963591,1784055920.245908,1,255,255,26249001,198669,59,6,0xa106,0xb104,4110157888,4955,47644,6635,7301,6585,1896,119,40,20
882.001766,1784055920.284083,1,255,255,26249039,198670,62,1,0xa101,0xb102,2250450074,-2354,47774,5359,7093,6024,1897,120,44,20
882.006913,1784055920.289229,1,255,255,26249044,198671,60,6,0xa106,0xb102,2578131699,4865,47831,6904,7261,6991,1867,118,44,20
882.025355,1784055920.307672,1,255,255,26249063,198672,63,1,0xa101,0xb103,3766184093,-2374,47777,6464,7066,5835,1924,118,44,20
882.030527,1784055920.312844,1,255,255,26249068,198673,61,6,0xa106,0xb103,4093865436,4814,48056,7027,7240,4218,1768,119,40,20
882.402293,1784055920.684610,1,255,255,26249440,198674,73,1,0xa101,0xb102,2077217762,-2378,48102,6262,6877,5190,1949,125,48,20
882.407414,1784055920.689731,1,255,255,26249445,198675,71,6,0xa106,0xb102,2404899075,4890,47839,7016,7554,6483,2047,124,36,20
882.424926,1784055920.707242,1,255,255,26249462,198676,74,1,0xa101,0xb103,3517356639,-2378,47715,6166,7132,5604,1882,118,44,20
882.429912,1784055920.712228,1,255,255,26249467,198677,72,6,0xa106,0xb103,3845037742,4882,47754,5983,7335,7297,1789,118,40,20
882.459342,1784055920.741659,1,255,255,26249497,198678,75,1,0xa101,0xb104,1429914835,-2371,47831,5063,6791,6085,1769,117,48,20
882.464532,1784055920.746849,1,255,255,26249502,198679,73,6,0xa106,0xb104,1757596599,4899,48027,6955,7657,7012,1981,121,52,20
882.502301,1784055920.784617,1,255,255,26249539,198680,76,1,0xa101,0xb102,4121812669,-2357,47793,6664,6817,4541,1900,117,48,20
882.508420,1784055920.790736,1,255,255,26249544,198681,74,6,0xa106,0xb102,154526554,4886,47926,7105,6936,4188,1830,120,44,20
882.525282,1784055920.807599,1,255,255,26249563,198682,77,1,0xa101,0xb103,1348737234,-2360,47822,3137,7235,6884,1861,120,48,20
882.530431,1784055920.812748,1,255,255,26249568,198683,75,6,0xa106,0xb103,1676418659,4932,47679,6642,6841,3621,1694,117,40,20
882.624398,1784055920.906715,1,255,255,26249662,198684,78,1,0xa101,0xb103,3384246622,-2375,47970,6610,7277,5928,1978,120,48,20
882.629530,1784055920.911847,1,255,255,26249667,198685,76,6,0xa106,0xb103,3711928085,4843,47865,7307,7449,4241,1947,122,40,20
882.659108,1784055920.941425,1,255,255,26249696,198686,79,1,0xa101,0xb104,1294393288,-2394,48076,3110,6751,6387,1786,120,40,20
882.664003,1784055920.946320,1,255,255,26249701,198687,77,6,0xa106,0xb104,1622074928,4910,47636,6396,7400,7329,1878,122,44,20
882.701499,1784055920.983815,1,255,255,26249739,198688,80,1,0xa101,0xb102,4015882072,-2433,47964,5815,7176,6253,1883,118,44,20
882.706532,1784055920.988849,1,255,255,26249744,198689,78,6,0xa106,0xb102,48596374,4898,48002,6785,7536,7608,2084,124,44,20
882.802492,1784055921.084809,1,255,255,26249840,198690,81,1,0xa101,0xb102,1878779133,-2413,47865,7040,6957,4130,1930,121,48,20
882.809721,1784055921.092037,1,255,255,26249845,198691,79,6,0xa106,0xb102,2206460631,4897,47803,7011,6835,3732,1809,120,44,20
883.127073,1784055921.409390,1,255,255,26250164,198692,86,4,0xa104,0xb103,1168810288,1940,47908,5588,7190,5794,2044,122,44,20
883.159139,1784055921.441455,1,255,255,26250196,198693,91,1,0xa101,0xb104,3195065171,-2429,47959,5193,6983,6211,1827,120,44,20
883.164326,1784055921.446643,1,255,255,26250202,198694,89,6,0xa106,0xb104,3522746498,4882,47710,6951,7310,6401,1927,121,44,20
883.224636,1784055921.506953,1,255,255,26250262,198695,92,1,0xa101,0xb103,3082484034,-2393,47942,3099,6925,6675,1902,123,44,20
883.230006,1784055921.512322,1,255,255,26250267,198696,90,6,0xa106,0xb103,3410165370,4882,47710,7206,7840,6813,2052,124,52,20
883.258952,1784055921.541269,1,255,255,26250296,198697,93,1,0xa101,0xb104,987020729,-2413,48053,6673,7125,4448,1965,122,48,20
883.264100,1784055921.546417,1,255,255,26250302,198698,91,6,0xa106,0xb104,1314702292,4933,48048,7157,7136,4751,1792,121,36,20
883.301650,1784055921.583966,1,255,255,26250339,198699,94,1,0xa101,0xb102,3708434265,-2388,47965,6772,7029,6065,2072,123,44,20
883.306751,1784055921.589068,1,255,255,26250344,198700,92,6,0xa106,0xb102,4036115866,4858,47990,6720,6705,3985,1679,117,36,20
883.324710,1784055921.607027,1,255,255,26250362,198701,95,1,0xa101,0xb103,890236848,-2434,48044,6857,6957,4937,1969,119,52,20
883.329783,1784055921.612100,1,255,255,26250367,198702,93,6,0xa106,0xb103,1217918409,4905,48045,7206,7096,4980,1956,123,40,20
883.359161,1784055921.641478,1,255,255,26250397,198703,96,1,0xa101,0xb104,3092808735,-2369,47651,5641,6736,5291,1826,120,44,20
883.364253,1784055921.646570,1,255,255,26250402,198704,94,6,0xa106,0xb104,3420489909,4845,47769,7000,7731,7263,2004,122,48,20
883.424512,1784055921.706829,1,255,255,26250462,198705,97,1,0xa101,0xb103,2972694556,-2419,47648,6497,7088,5808,1980,121,44,20
883.429681,1784055921.711997,1,255,255,26250467,198706,95,6,0xa106,0xb103,3300375592,4917,47628,6790,7754,7818,2097,124,44,20
883.502043,1784055921.784359,1,255,255,26250539,198707,98,1,0xa101,0xb102,3629112822,-2386,47602,6868,6688,4321,1954,124,48,20
883.507192,1784055921.789509,1,255,255,26250545,198708,96,6,0xa106,0xb102,3956794549,4951,47769,7022,7646,7191,1948,121,44,20
883.558647,1784055921.840964,1,255,255,26250596,198709,99,1,0xa101,0xb104,2952666812,-2448,47800,6850,6764,4013,1836,117,44,20
883.563983,1784055921.846300,1,255,255,26250601,198710,97,6,0xa106,0xb104,3280348185,4864,47621,6535,7840,7759,2083,124,40,20
883.926581,1784055922.208897,1,255,255,26250964,198711,107,3,0xa103,0xb103,711692243,516,48071,4505,1554,3035,1986,124,44,20
883.959073,1784055922.241390,1,255,255,26250996,198712,110,1,0xa101,0xb104,2763046869,-2351,48089,5912,6776,6146,1869,118,44,20
883.964286,1784055922.246603,1,255,255,26251002,198713,108,6,0xa106,0xb104,3090728063,4837,47707,6530,7300,6696,1930,122,40,20
884.001662,1784055922.283979,1,255,255,26251039,198714,111,1,0xa101,0xb102,1181907347,-2411,48023,4943,6547,5890,1797,121,44,20
884.006679,1784055922.288996,1,255,255,26251044,198715,109,6,0xa106,0xb102,1509588754,4912,47854,7034,7125,4896,1854,123,48,20
884.024887,1784055922.307204,1,255,255,26251062,198716,112,1,0xa101,0xb103,2675789253,-2331,48073,2868,7292,7126,1957,124,48,20
884.030058,1784055922.312375,1,255,255,26251067,198717,110,6,0xa106,0xb103,3003470954,4899,47702,6845,7305,6949,1746,120,48,20
884.058689,1784055922.341006,1,255,255,26251096,198718,113,1,0xa101,0xb104,546092122,-2383,47710,5763,6526,5385,1869,121,44,20
884.063905,1784055922.346222,1,255,255,26251101,198719,111,6,0xa106,0xb104,873773294,4866,47826,6811,7430,7312,1893,119,48,20
884.125027,1784055922.407344,1,255,255,26251162,198720,114,1,0xa101,0xb103,486400511,-2386,47611,6637,6577,3744,1798,117,48,20
884.130157,1784055922.412474,1,255,255,26251168,198721,112,6,0xa106,0xb103,814081487,4907,48043,7218,7217,5144,1857,120,40,20
884.201415,1784055922.483732,1,255,255,26251239,198722,115,1,0xa101,0xb102,1079777816,-2388,47644,5185,7095,6203,1836,117,40,20
884.206603,1784055922.488920,1,255,255,26251244,198723,113,6,0xa106,0xb102,1407459701,4813,47961,6857,7040,6763,1927,122,40,20
884.259046,1784055922.541363,1,255,255,26251296,198724,116,1,0xa101,0xb104,462896292,-2391,47784,7041,7396,5544,2109,123,40,20
884.264357,1784055922.546674,1,255,255,26251302,198725,114,6,0xa106,0xb104,790577729,4915,47645,6784,7460,6521,1860,119,36,20
884.324162,1784055922.606479,1,255,255,26251362,198726,117,1,0xa101,0xb103,327466143,-2387,47779,5928,6950,5512,1904,120,44,20
884.329299,1784055922.611615,1,255,255,26251367,198727,115,6,0xa106,0xb103,655147754,4932,47822,6802,7197,7305,1834,121,48,20
884.359097,1784055922.641413,1,255,255,26251396,198728,118,1,0xa101,0xb104,2553937114,-2424,47838,6613,7128,5977,2047,123,44,20
884.364388,1784055922.646704,1,255,255,26251402,198729,116,6,0xa106,0xb104,2881618416,4946,48084,6674,6841,6943,1772,119,44,20
884.727394,1784055923.009711,1,255,255,26251765,198730,121,4,0xa104,0xb103,335444511,1940,47627,4293,6104,6966,1775,119,48,20
884.758385,1784055923.040702,1,255,255,26251796,198731,126,1,0xa101,0xb104,2295213167,-2345,47723,6981,6945,4946,1940,119,48,20
884.763561,1784055923.045878,1,255,255,26251801,198732,124,6,0xa106,0xb104,2622894634,4855,47630,6554,7532,7601,1959,122,40,20
884.801748,1784055923.084065,1,255,255,26251839,198733,127,1,0xa101,0xb102,786052049,-2385,48085,4303,7036,6526,1878,122,40,20
884.806910,1784055923.089226,1,255,255,26251844,198734,125,6,0xa106,0xb102,1113733390,4965,47850,6774,7366,5319,1771,118,36,20
884.825007,1784055923.107324,1,255,255,26251862,198735,128,1,0xa101,0xb103,2256140833,-2414,47653,5540,6755,5225,1786,118,44,20
884.830130,1784055923.112447,1,255,255,26251868,198736,126,6,0xa106,0xb103,2583822577,4823,47829,7005,7784,7519,2097,123,44,20
884.902060,1784055923.184376,1,255,255,26251940,198737,129,1,0xa101,0xb102,2894970909,-2352,47649,6340,7085,5813,2074,123,44,20
884.907255,1784055923.189572,1,255,255,26251945,198738,127,6,0xa106,0xb102,3222652513,4885,47677,6998,6967,3820,1721,120,44,20
884.924079,1784055923.206395,1,255,255,26251962,198739,130,1,0xa101,0xb103,4334283,-2373,47823,3756,6435,6099,1723,117,44,20
884.929157,1784055923.211474,1,255,255,26251967,198740,128,6,0xa106,0xb103,332015681,4827,47653,7570,7938,6159,1968,125,48,20
884.958542,1784055923.240859,1,255,255,26251996,198741,131,1,0xa101,0xb104,2204270391,-2428,47923,6981,6939,4431,1979,124,48,20
884.963684,1784055923.246001,1,255,255,26252001,198742,129,6,0xa106,0xb104,2531951456,4937,47940,6662,7644,7619,2022,123,40,20
885.001458,1784055923.283775,1,255,255,26252039,198743,132,1,0xa101,0xb102,657827005,-2361,47801,7097,7268,4274,1970,123,48,20
885.006618,1784055923.288934,1,255,255,26252044,198744,130,6,0xa106,0xb102,985508773,4879,48017,7001,7032,7168,1898,124,44,20
885.024724,1784055923.307041,1,255,255,26252062,198745,133,1,0xa101,0xb103,2134605565,-2362,47873,2506,7395,7217,2000,123,48,20
885.029906,1784055923.312223,1,255,255,26252067,198746,131,6,0xa106,0xb103,2462287080,4861,47820,6508,6755,6830,1676,117,44,20
885.101793,1784055923.384110,1,255,255,26252139,198747,134,1,0xa101,0xb102,2771168468,-2414,47832,4590,7177,6440,1835,118,40,20
885.106913,1784055923.389230,1,255,255,26252144,198748,132,6,0xa106,0xb102,3098850048,4843,47844,6952,7039,5576,1726,118,36,20
885.458544,1784055923.740861,1,255,255,26252496,198749,142,1,0xa101,0xb104,4089573794,-2410,48038,6723,6876,5314,1999,119,44,20
885.463639,1784055923.745955,1,255,255,26252501,198750,140,6,0xa106,0xb104,122288205,4864,47657,6911,7222,5412,1891,124,40,20
